kepid,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_time0,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff1,koi_ldm_coeff2,koi_parm_prov,koi_period_err1,koi_period_err2,koi_time0bk_err1,koi_time0bk_err2,koi_impact_err1,koi_impact_err2,koi_duration_err1,koi_duration_err2,koi_depth_err1,koi_depth_err2,koi_ror_err1,koi_ror_err2,koi_srho_err1,koi_srho_err2,koi_prad_err1,koi_prad_err2,koi_dor_err1,koi_dor_err2,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sparprov,koi_steff_err1,koi_steff_err2,koi_slogg_err1,koi_slogg_err2,koi_smet_err1,koi_smet_err2,koi_srad_err1,koi_srad_err2,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,ra_err,dec_err,koi_kepmag_err,koi_gmag_err,koi_rmag_err,koi_imag_err,koi_zmag_err,koi_jmag_err,koi_hmag_err,koi_kmag_err,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_fwm_stat_sig,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
11493732,K00772.01,FALSE POSITIVE,61.2563628,173.83826,2455006.838,1.248,7.633,5123.3,0.334628,0.12411,LS+MCMC,39.87,0.3137,87.54,505.0,15.43,29.1,0.3239,0.3029,q1_q17_dr25_koi,0.000156,-0.000156,0.00209,-0.00209,6.912,-0.067,0.105,-0.105,70.6,-70.6,6.817256,-0.062365,1.16709,-0.01383,12.79,-5.48,14.4,-14.4,31.079844,73.10389,85.3,1,13.0,6144.0,4.402,0.0,1.091,1.093,q1_q17_dr25_stellar,184.0,-220.0,0.072,-0.217,0.25,-0.3,0.35,-0.15,0.166,-0.135,283.72592,49.479519,15.25,15.689,15.199,15.062,15.033,14.203,13.851,13.848,0.0,0.0,,,,,,0.027,0.034,0.061,18.915049,49.479597,-0.43,0.28,0.001,-0.0009,0.156,0.063,-0.055,0.083,-0.069,-0.028,0.074
11507101,K00773.01,CONFIRMED,38.3775486,172.82048,2455005.82,0.468,5.588,724.2,0.024901,1.40588,LS+MCMC,2.82,0.2163,89.44,529.0,18.53,47.8,0.4695,0.224,q1_q17_dr25_koi,0.0001602,-0.0001602,0.00338,-0.00338,0.461,-0.267,0.113,-0.113,23.4,-23.4,0.000184,-0.001271,0.66103,-0.15885,0.37,-0.34,22.5,-22.5,10.352898,31.946487,34.7,1,37.0,5481.0,4.369,0.16,1.036,0.915,q1_q17_dr25_stellar,82.0,-74.0,0.121,-0.099,0.15,-0.15,0.138,-0.124,0.061,-0.042,291.72202,49.480869,15.172,15.654,15.089,14.965,14.874,13.962,13.639,13.497,0.0,0.0,,,,,,0.025,0.033,0.047,19.4481442,49.480618,0.36,-0.91,0.00067,-0.00104,0.0,-0.85,1.54,1.76,-0.01,0.04,0.04
10910878,K00757.02,CONFIRMED,41.19725502,165.00404,2454998.004,0.045,4.6297,2213.9,0.041693,3.9471,LS+MCMC,3.86,0.217,89.96,439.0,8.76,70.75,0.582,0.1451,q1_q17_dr25_koi,9.345e-05,-9.345e-05,0.00171,-0.00171,0.337,-0.045,0.0633,-0.0633,45.5,-45.5,0.00118,-0.000613,0.11711,-0.98055,0.15,-0.33,2.1,-2.1,11.918161,37.877567,51.2,3,26.0,5031.0,4.485,0.16,0.848,0.801,q1_q17_dr25_stellar,75.0,-83.0,0.083,-0.028,0.15,-0.15,0.033,-0.072,0.052,-0.03,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.0,0.0,,,,,,0.036,0.044,0.054,19.1332861,48.37579,-0.43,0.0,0.00111,0.00012,0.123,0.12,0.0,0.12,0.07,0.03,0.08
10910878,K00757.03,CONFIRMED,6.252962249,171.30126,2455004.301,0.105,2.5819,1036.9,0.028604,3.28707,LS+MCMC,2.65,0.0617,89.68,823.0,108.3,18.94,0.582,0.1451,q1_q17_dr25_koi,9.577e-06,-9.577e-06,0.00117,-0.00117,0.329,-0.105,0.0426,-0.0426,24.5,-24.5,0.001027,-0.000484,0.14618,-1.14248,0.1,-0.23,0.842,-0.842,5.834264,35.96252,47.1,3,167.0,5031.0,4.485,0.16,0.848,0.801,q1_q17_dr25_stellar,75.0,-83.0,0.083,-0.028,0.15,-0.15,0.033,-0.072,0.052,-0.03,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.0,0.0,,,,,,0.036,0.044,0.054,19.1332878,48.375832,-0.36,0.15,0.00042,-9e-05,0.236,0.03,0.05,0.06,-0.02,0.05,0.05
10987985,K00758.01,CONFIRMED,16.01308419,176.3608,2455009.361,0.799,3.2554,1121.9,0.034369,1.10942,LS+MCMC,3.1,0.1148,88.14,593.0,29.31,24.7,0.5746,0.1496,q1_q17_dr25_koi,4.854e-05,-4.854e-05,0.00243,-0.00243,0.097,-0.551,0.0791,-0.0791,39.4,-39.4,0.003169,-0.004367,3.17981,-0.14515,0.34,-0.31,11.8,-11.8,8.468995,31.066507,33.2,1,65.0,5015.0,4.499,0.1,0.826,0.785,q1_q17_dr25_stellar,164.0,-149.0,0.092,-0.115,0.25,-0.25,0.091,-0.082,0.085,-0.056,297.02563,48.478588,15.39,16.223,15.342,15.033,14.903,13.855,13.323,13.214,0.0,0.0,,,,,,0.025,0.022,0.035,19.801708,48.47849,-0.03,-0.36,-2e-05,0.00054,0.167,-0.06,-0.21,0.22,-0.18,-0.08,0.19
11018648,K00759.01,CONFIRMED,32.62876672,194.1019,2455027.102,0.021,4.7971,1804.8,0.03852,2.79093,LS+MCMC,3.36,0.1889,89.98,506.0,15.55,53.95,0.421,0.2521,q1_q17_dr25_koi,5.801e-05,-5.801e-05,0.00138,-0.00138,0.402,-0.021,0.058,-0.058,25.4,-25.4,0.000971,-0.000365,0.07518,-0.76489,0.76,-0.33,1.5,-1.5,14.0889,61.372303,80.0,2,34.0,5586.0,4.56,-0.3,0.798,0.844,q1_q17_dr25_stellar,152.0,-152.0,0.05,-0.15,0.3,-0.3,0.181,-0.077,0.097,-0.078,285.71854,48.505859,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299,0.0,0.0,,,,,,0.026,0.037,0.037,19.0478951,48.505812,-0.25,-0.17,0.00079,-0.00016,0.047,0.037,0.07,0.08,0.121,-0.09,0.15
11018648,K00759.02,CONFIRMED,91.7732862,193.8378,2455026.838,0.606,6.473,652.0,0.02432,1.60558,LS+MCMC,2.12,0.3764,89.61,359.0,3.92,89.4,0.421,0.2521,q1_q17_dr25_koi,0.0007518,-0.0007518,0.00643,-0.00643,0.335,-0.4,0.204,-0.204,36.2,-36.2,0.007051,-0.001216,1.35632,-1.4525,0.48,-0.21,37.8,-37.8,6.9461374,14.678595,19.1,2,11.0,5586.0,4.56,-0.3,0.798,0.844,q1_q17_dr25_stellar,152.0,-152.0,0.05,-0.15,0.3,-0.3,0.181,-0.077,0.097,-0.078,285.71854,48.505859,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299,0.0,0.0,,,,,,0.026,0.037,0.037,19.047889,48.50571,-0.5,-0.52,0.00041,0.00016,0.599,-0.36,-0.41,0.55,-0.35,-0.55,0.65
11138155,K00760.01,CONFIRMED,4.959319244,172.2585292,2455005.259,0.831,2.22739,9802.0,0.103379,1.46169,LS+MCMC,12.21,0.0565,86.15,1103.0,349.4,12.386,0.4096,0.2602,q1_q17_dr25_koi,5.15e-07,-5.15e-07,8.27e-05,-8.27e-05,0.016,-0.004,0.0075,-0.0075,20.0,-20.0,0.001245,-7.4e-05,0.05503,-0.18338,1.96,-1.46,0.466,-0.466,58.764744,670.4895,696.5,1,269.0,5712.0,4.359,0.1,1.082,0.976,q1_q17_dr25_stellar,77.0,-77.0,0.11,-0.11,0.15,-0.15,0.173,-0.13,0.073,-0.055,292.16705,48.727589,15.263,15.715,15.209,15.069,15.041,14.123,13.815,13.805,0.0,0.0,,,,,,0.031,0.038,0.06,19.47780401,48.7275662,0.0,-0.086,0.00011,-7e-05,0.705,-0.018,0.012,0.022,-0.021,-0.077,0.08
11152159,K00761.01,FALSE POSITIVE,2.701287801,170.69579,2455003.696,1.016,3.3827,860.4,0.06584,0.02818,LS+MCMC,6.54,0.0365,62.69,1222.0,527.81,2.22,0.4526,0.2327,q1_q17_dr25_koi,5.634e-06,-5.634e-06,0.00164,-0.00164,3.967,-0.059,0.0892,-0.0892,20.9,-20.9,3.758761,-0.032101,0.41088,-0.00767,1.64,-0.75,1.1,-1.1,5.044661,39.745068,48.3,1,387.0,5550.0,4.468,-0.04,0.91,0.889,q1_q17_dr25_stellar,182.0,-182.0,0.091,-0.169,0.3,-0.3,0.228,-0.105,0.102,-0.083,297.92365,48.777321,15.54,16.164,15.463,15.272,15.182,14.09,13.724,13.742,0.0,0.0,,,,,,0.031,0.038,0.054,19.8617971,48.78151,7.84,15.08,-0.00608,-0.01249,0.0,3.39,5.48,6.45,3.46,5.52,6.51
11153539,K00762.01,CONFIRMED,4.49876511,171.34905,2455004.349,0.312,3.7362,460.0,0.019817,0.67106,LS+MCMC,2.1,0.0542,88.0,1133.0,389.62,8.95,0.3511,0.2889,q1_q17_dr25_koi,1.777e-05,-1.777e-05,0.003,-0.003,0.154,-0.312,0.0934,-0.0934,17.5,-17.5,0.000458,-0.000789,0.14046,-0.19399,0.65,-0.22,1.9,-1.9,4.435833,26.501581,29.5,1,238.0,6075.0,4.486,-0.12,0.969,1.048,q1_q17_dr25_stellar,189.0,-210.0,0.052,-0.208,0.25,-0.35,0.3,-0.1,0.139,-0.139,298.45685,48.791592,15.395,15.874,15.335,15.19,15.084,14.199,13.853,13.807,0.0,0.0,,,,,,0.029,0.043,0.041,19.897146,48.79174,0.83,0.54,-0.00024,-0.0001,0.281,0.09,-0.12,0.15,0.18,0.04,0.19
11242721,K00763.01,FALSE POSITIVE,19.651209505,179.401981,2455012.402,0.723,5.2514,11766.3,0.106953,0.67559,LS+MCMC,12.42,0.1433,88.27,730.0,67.03,23.98,0.3511,0.2889,q1_q17_dr25_koi,5.862e-06,-5.862e-06,0.000249,-0.000249,0.01,-0.02,0.0179,-0.0179,27.7,-27.7,0.000536,-5.1e-05,0.05956,-0.03177,3.92,-1.69,2.1,-2.1,85.46643,509.4985,513.4,1,59.0,6074.0,4.391,-0.12,1.063,1.014,q1_q17_dr25_stellar,168.0,-210.0,0.09,-0.21,0.3,-0.3,0.336,-0.144,0.153,-0.126,291.0939,48.933842,15.536,16.02,15.488,15.329,15.243,14.322,14.024,13.921,0.0,0.0,,,,,,0.032,0.041,0.051,19.40625763,48.9338338,-0.059,-0.022,0.00021,-0.0002,0.518,0.006,0.0,0.006,-0.028,0.033,0.043
9579641,K00115.01,CONFIRMED,5.412203927,133.143089,2454966.143,0.787,2.9472,601.6,0.024775,0.51087,LS+MCMC,2.94,0.0591,85.12,1093.0,337.68,9.25,0.3928,0.2676,q1_q17_dr25_koi,3.052e-06,-3.052e-06,0.000468,-0.000468,0.005,-0.565,0.024,-0.024,4.0,-4.0,6e-05,-0.001886,1.25402,-0.00404,0.43,-0.38,4.5,-4.5,46.475086,163.47614,166.7,3,244.0,5779.0,4.339,-0.06,1.087,0.941,q1_q17_dr25_stellar,104.0,-115.0,0.132,-0.108,0.15,-0.15,0.157,-0.142,0.074,-0.054,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0.0,0.0,,,,,,0.021,0.02,0.013,19.1924882,46.276192,0.007,-0.175,-5.2e-05,-0.000137,0.0,-0.03,0.08,0.08,-0.16,-0.18,0.24
11304958,K00764.01,CONFIRMED,41.43958662,208.93203,2455041.932,0.355,10.5989,2793.1,0.048175,0.28189,LS+MCMC,5.5,0.2288,89.31,516.0,16.72,29.47,0.4695,0.224,q1_q17_dr25_koi,7.557e-05,-7.557e-05,0.00142,-0.00142,0.04,-0.355,0.088,-0.088,22.6,-22.6,0.000284,-0.001083,0.06167,-0.03545,1.57,-0.96,6.4,-6.4,27.788597,124.52492,141.1,1,33.0,5468.0,4.367,0.22,1.046,0.93,q1_q17_dr25_stellar,180.0,-164.0,0.153,-0.187,0.2,-0.3,0.297,-0.183,0.092,-0.074,295.55505,49.017342,15.4,16.068,15.32,15.114,14.996,13.948,13.596,13.519,0.0,0.0,,,,,,0.025,0.03,0.047,19.7036699,49.017297,0.0,-0.15,-0.00022,-0.0004,0.043,-0.029,-0.072,0.078,-0.049,-0.069,0.085
11391957,K00765.01,CONFIRMED,8.35389523,171.63257,2455004.633,0.023,2.2514,1041.6,0.029305,6.73215,LS+MCMC,2.52,0.0768,89.95,790.0,91.9,29.18,0.421,0.2521,q1_q17_dr25_koi,1.524e-05,-1.524e-05,0.00133,-0.00133,0.423,-0.023,0.0518,-0.0518,28.2,-28.2,0.000955,-0.000532,0.38293,-2.25954,0.54,-0.24,1.7,-1.7,5.6967807,36.34974,43.4,1,127.0,5592.0,4.582,-0.28,0.787,0.862,q1_q17_dr25_stellar,152.0,-152.0,0.036,-0.144,0.3,-0.3,0.169,-0.073,0.089,-0.097,285.49924,49.277351,15.317,15.862,15.267,15.083,14.985,13.996,13.582,13.533,0.0,0.0,,,,,,0.03,0.038,0.035,19.033292,49.277375,0.32,0.09,-0.00025,-9e-05,0.645,0.0,0.09,0.09,0.04,-0.17,0.17
11403044,K00766.01,CONFIRMED,4.125543472,169.752585,2455002.753,0.597,3.1744,1487.3,0.036796,0.67162,LS+MCMC,4.43,0.0529,85.95,1243.0,565.35,8.45,0.3288,0.3024,q1_q17_dr25_koi,3.133e-06,-3.133e-06,0.000613,-0.000613,0.235,-0.367,0.0362,-0.0362,13.3,-13.3,0.00263,-0.001282,0.43306,-0.44111,1.44,-0.51,2.7,-2.7,9.387555,94.70979,128.6,1,323.0,6174.0,4.417,0.1,1.103,1.162,q1_q17_dr25_stellar,173.0,-239.0,0.056,-0.21,0.2,-0.3,0.358,-0.128,0.158,-0.158,291.93616,49.253979,15.506,15.977,15.453,15.305,15.253,14.38,14.083,14.198,0.0,0.0,,,,,,0.029,0.04,0.086,19.4624133,49.254001,0.07,0.07,-0.00012,-9e-05,0.431,-0.034,0.009,0.035,-0.066,0.036,0.075
11414511,K00767.01,CONFIRMED,2.816504904,170.9676846,2455003.968,0.105,2.50587,16813.7,0.117059,2.09079,LS+MCMC,12.21,0.0383,89.37,1219.0,521.13,9.571,0.4603,0.2291,q1_q17_dr25_koi,1.65e-07,-1.65e-07,4.66e-05,-4.66e-05,0.264,-0.119,0.00666,-0.00666,11.0,-11.0,0.001834,-0.000297,0.12997,-0.41666,1.62,-0.87,0.595,-0.595,104.64681,1328.3038,1406.8,1,474.0,5532.0,4.452,0.14,0.955,0.941,q1_q17_dr25_stellar,74.0,-83.0,0.063,-0.108,0.15,-0.15,0.127,-0.068,0.053,-0.047,297.01547,49.225288,15.052,15.636,14.988,14.802,14.685,13.732,13.393,13.315,0.0,0.0,,,,,,0.023,0.025,0.039,19.8010403,49.2253781,0.3386,0.317,-0.00034,0.00069,0.0,-0.024,-0.007,0.025,0.032,0.159,0.162
11442465,K00768.01,FALSE POSITIVE,33.93373447,186.67608,2455019.676,0.812,14.561,8503.7,0.095386,0.0371,LS+MCMC,7.34,0.1881,86.45,430.0,8.11,13.12,0.5508,0.1646,q1_q17_dr25_koi,6.154e-05,-6.154e-05,0.00137,-0.00137,0.006,-0.009,0.104,-0.104,44.3,-44.3,0.000555,-0.000616,0.00146,-0.00227,0.9,-0.6,0.516,-0.516,52.86124,193.4089,236.1,1,31.0,5040.0,4.628,-0.24,0.705,0.782,q1_q17_dr25_stellar,136.0,-151.0,0.03,-0.07,0.3,-0.3,0.086,-0.058,0.063,-0.087,284.17233,49.360722,15.716,16.453,15.673,15.4,15.253,14.249,13.732,13.748,0.0,0.0,,,,,,0.033,0.036,0.062,18.9449095,49.360813,3.101,0.336,-0.0247,-0.0016,0.0,3.254,0.163,3.258,3.353,0.066,3.353
12110942,K00786.01,CONFIRMED,3.689920099,170.36571,2455003.366,0.151,2.6557,426.7,0.018878,1.70798,LS+MCMC,1.89,0.0469,89.19,1147.0,408.99,10.71,0.3511,0.2889,q1_q17_dr25_koi,8.982e-06,-8.982e-06,0.00191,-0.00191,0.304,-0.151,0.0677,-0.0677,13.8,-13.8,0.000671,-0.00037,0.18477,-0.55842,0.54,-0.2,1.2,-1.2,4.8750124,31.786789,35.6,1,360.0,5880.0,4.518,-0.06,0.917,1.01,q1_q17_dr25_stellar,157.0,-192.0,0.046,-0.196,0.3,-0.3,0.262,-0.098,0.116,-0.139,291.62241,50.61824,15.242,15.735,15.177,15.031,14.969,14.012,13.72,13.764,0.0,0.0,,,,,,0.027,0.029,0.057,19.441486,50.61826,-0.27,0.07,0.00017,0.00012,0.255,-0.27,0.05,0.27,-0.3,-0.02,0.3
12366084,K00787.01,CONFIRMED,4.431238488,171.015,2455004.015,0.405,3.15,1010.9,0.02933,1.01996,LS+MCMC,3.25,0.0529,87.72,1104.0,351.23,10.19,0.4191,0.2555,q1_q17_dr25_koi,6.106e-06,-6.106e-06,0.00111,-0.00111,0.041,-0.405,0.0423,-0.0423,15.2,-15.2,0.000228,-0.000889,0.37117,-0.07443,0.47,-0.25,3.7,-3.7,6.815371,58.259056,71.1,3,302.0,5714.0,4.428,0.16,1.015,1.007,q1_q17_dr25_stellar,77.0,-77.0,0.063,-0.117,0.15,-0.15,0.148,-0.079,0.056,-0.062,295.81616,51.121738,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765,0.0,0.0,,,,,,0.026,0.027,0.056,19.7210781,51.121966,0.03,0.82,0.0005,-0.0001,0.016,-0.097,0.03,0.1,-0.045,0.06,0.07
12366084,K00787.02,CONFIRMED,11.37936986,133.84992,2454966.85,0.911,2.6255,1023.5,0.035628,0.63438,LS+MCMC,3.95,0.0993,86.8,806.0,99.68,16.31,0.4191,0.2555,q1_q17_dr25_koi,2.415e-05,-2.415e-05,0.00183,-0.00183,0.009,-0.656,0.073,-0.073,29.7,-29.7,0.000101,-0.006092,6.6161,-0.08378,0.57,-0.31,8.1,-8.1,5.2506146,29.930164,37.9,3,109.0,5714.0,4.428,0.16,1.015,1.007,q1_q17_dr25_stellar,77.0,-77.0,0.063,-0.117,0.15,-0.15,0.148,-0.079,0.056,-0.062,295.81616,51.121738,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765,0.0,0.0,,,,,,0.026,0.027,0.056,19.721105,51.12198,0.93,0.88,-0.00041,-0.00017,0.372,0.09,-0.06,0.11,0.14,-0.05,0.15
12404086,K00788.01,CONFIRMED,26.39432897,176.05459,2455009.055,0.602,3.573,1510.9,0.03681,2.93923,LS+MCMC,3.07,0.1635,89.28,489.0,13.49,47.7,0.5086,0.1959,q1_q17_dr25_koi,5.724e-05,-5.724e-05,0.00176,-0.00176,0.25,-0.396,0.0643,-0.0643,36.3,-36.3,0.004201,-0.0019,2.55609,-0.1069,0.41,-0.22,20.7,-20.7,8.917681,41.269753,48.2,1,51.0,5129.0,4.595,0.02,0.763,0.846,q1_q17_dr25_stellar,154.0,-154.0,0.03,-0.084,0.25,-0.3,0.103,-0.055,0.064,-0.088,289.39972,51.25032,15.234,15.956,15.16,14.924,14.816,13.757,13.272,13.172,0.0,0.0,,,,,,0.026,0.031,0.035,19.2933174,51.250533,0.09,0.77,0.00037,3e-05,0.592,-0.18,0.2,0.27,-0.18,0.05,0.18
8395660,K00116.01,CONFIRMED,13.57078281,136.279194,2454969.279,0.866,3.3539,511.7,0.023908,0.49865,LS+MCMC,2.64,0.1096,87.07,785.0,89.61,16.93,0.3928,0.2676,q1_q17_dr25_koi,1.585e-05,-1.585e-05,0.000957,-0.000957,0.015,-0.621,0.0489,-0.0489,6.3,-6.3,0.000413,-0.002627,2.55354,-0.08697,0.4,-0.27,7.9,-7.9,18.771214,76.76887,88.4,4,101.0,5854.0,4.406,-0.12,1.012,0.951,q1_q17_dr25_stellar,105.0,-117.0,0.09,-0.11,0.15,-0.15,0.154,-0.103,0.07,-0.063,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431,0.0,0.0,,,,,,0.02,0.023,0.018,20.0576138,44.337549,0.61,0.0,-4.4e-05,0.000108,0.044,0.26,0.02,0.26,0.37,0.19,0.41
9579641,K00115.02,CONFIRMED,7.12594387,139.00492,2454972.005,0.898,3.0014,192.4,0.01512,0.23879,LS+MCMC,1.79,0.0711,84.02,997.0,233.31,8.62,0.3928,0.2676,q1_q17_dr25_koi,1.406e-05,-1.406e-05,0.00159,-0.00159,0.013,-0.699,0.0384,-0.0384,4.4,-4.4,0.000323,-0.002193,1.86455,-0.04686,0.26,-0.23,4.2,-4.2,6.1814723,39.793564,47.1,3,181.0,5779.0,4.339,-0.06,1.087,0.941,q1_q17_dr25_stellar,104.0,-115.0,0.132,-0.108,0.15,-0.15,0.157,-0.142,0.074,-0.054,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0.0,0.0,,,,,,0.021,0.02,0.013,19.1924958,46.276037,0.29,-0.73,-6.9e-05,6.1e-05,0.009,0.03,0.04,0.06,-0.09,-0.21,0.23
11656840,K00774.01,FALSE POSITIVE,7.442652004,169.9717797,2455002.972,0.137,2.3078,24446.2,0.143936,7.48712,LS+MCMC,15.03,0.0742,89.72,967.0,206.78,27.99,0.3342,0.2965,q1_q17_dr25_koi,7.02e-07,-7.02e-07,7.32e-05,-7.32e-05,0.346,-0.224,0.0129,-0.0129,37.8,-37.8,0.003526,-0.001373,1.28308,-2.42034,4.73,-1.58,4.8,-4.8,115.64278,1044.7283,835.6,1,180.0,6108.0,4.469,-0.3,0.956,0.981,q1_q17_dr25_stellar,183.0,-201.0,0.07,-0.21,0.3,-0.3,0.301,-0.1,0.128,-0.128,288.98682,49.733742,15.27,15.712,15.224,15.08,14.994,14.143,13.789,13.699,0.0,0.0,,,,,,0.031,0.043,0.045,19.26578646,49.7336841,-0.054,-0.201,0.0128,0.0041,0.0,-0.068,-0.035,0.076,-0.105,-0.061,0.122
11754553,K00775.01,CONFIRMED,16.38489988,172.72782,2455005.728,0.001,3.0249,1127.1,0.029758,5.4538,LS+MCMC,2.0,0.1084,90.0,433.0,8.35,42.62,0.6834,0.0718,q1_q17_dr25_koi,5.219e-05,-5.219e-05,0.00248,-0.00248,0.437,-0.001,0.0798,-0.0798,42.0,-42.0,0.0013,-0.000626,0.31953,-1.93391,0.09,-0.1,2.5,-2.5,6.419572,28.122635,28.9,3,65.0,4126.0,4.661,0.04,0.615,0.633,q1_q17_dr25_stellar,82.0,-82.0,0.022,-0.022,0.15,-0.15,0.027,-0.029,0.029,-0.035,286.73804,49.97575,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36,0.0,0.0,,,,,,0.025,0.032,0.027,19.11585,49.97583,-0.67,0.28,0.0006,-3e-05,0.204,0.02,-0.02,0.03,-0.07,0.15,0.17
11754553,K00775.02,CONFIRMED,7.8774163,176.3759,2455009.376,0.041,2.0805,1306.1,0.03209,8.09685,LS+MCMC,2.16,0.0665,89.92,553.0,22.18,29.84,0.6834,0.0718,q1_q17_dr25_koi,1.493e-05,-1.493e-05,0.00147,-0.00147,0.409,-0.041,0.0517,-0.0517,37.7,-37.7,0.001268,-0.000623,0.29419,-3.06106,0.09,-0.11,1.1,-1.1,10.036489,41.450657,38.7,3,135.0,4126.0,4.661,0.04,0.615,0.633,q1_q17_dr25_stellar,82.0,-82.0,0.022,-0.022,0.15,-0.15,0.027,-0.029,0.029,-0.035,286.73804,49.97575,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36,0.0,0.0,,,,,,0.025,0.032,0.027,19.1158594,49.975824,-0.34,0.27,0.00032,-2e-05,0.588,0.06,-0.03,0.07,-0.02,0.16,0.16
11754553,K00775.03,CONFIRMED,36.4454001,151.60125,2454984.601,0.028,4.007,1122.3,0.029681,5.21237,LS+MCMC,1.99,0.1847,89.98,332.0,2.88,71.53,0.6834,0.0718,q1_q17_dr25_koi,0.0001809,-0.0001809,0.00392,-0.00392,0.437,-0.028,0.126,-0.126,53.4,-53.4,0.00141,-0.001094,0.20808,-2.09092,0.09,-0.09,2.9,-2.9,5.9903665,19.803268,21.7,3,27.0,4126.0,4.661,0.04,0.615,0.633,q1_q17_dr25_stellar,82.0,-82.0,0.022,-0.022,0.15,-0.15,0.027,-0.029,0.029,-0.035,286.73804,49.97575,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36,0.0,0.0,,,,,,0.025,0.032,0.027,19.11587,49.97559,0.04,-0.58,-0.00014,0.00084,0.01,-0.01,0.17,0.17,-0.07,0.36,0.36
11812062,K00776.01,CONFIRMED,3.728732147,171.793255,2455004.793,0.558,2.683,5226.5,0.068178,1.24118,LS+MCMC,6.02,0.0455,86.7,1023.0,258.34,9.7,0.4415,0.2396,q1_q17_dr25_koi,9.36e-07,-9.36e-07,0.000195,-0.000195,0.13,-0.149,0.035,-0.035,18.5,-18.5,0.002209,-0.001842,0.40267,-0.40433,1.22,-0.52,3.1,-3.1,28.264866,360.1958,345.2,1,357.0,5497.0,4.577,-0.1,0.809,0.907,q1_q17_dr25_stellar,166.0,-149.0,0.034,-0.136,0.3,-0.3,0.164,-0.07,0.074,-0.102,290.78574,50.054119,15.523,16.107,15.461,15.273,15.177,14.179,13.825,13.669,0.0,0.0,,,,,,0.032,0.043,0.048,19.3857191,50.05406,0.083,-0.217,0.00057,-0.00136,0.0,-0.072,0.041,0.083,0.033,-0.117,0.122
11818800,K00777.01,CANDIDATE,40.4195037,173.56469,2455006.565,0.911,3.362,6256.0,0.088069,1.89549,LS+MCMC,7.51,0.2062,89.05,467.0,11.29,54.7,0.398,0.2665,q1_q17_dr25_koi,0.0001139,-0.0001139,0.00222,-0.00222,5.567,-0.118,0.14,-0.14,230.0,-230.0,5.461791,-0.013636,5.83737,-1.19072,1.12,-0.91,24.1,-24.1,22.598503,94.071846,36.9,1,36.0,5446.0,4.507,-0.54,0.781,0.714,q1_q17_dr25_stellar,179.0,-163.0,0.116,-0.105,0.35,-0.3,0.116,-0.095,0.104,-0.037,294.31686,50.080231,15.487,16.1,15.463,15.224,15.091,14.029,13.631,13.491,0.0,0.0,,,,,,0.025,0.031,0.042,19.6211267,50.080316,0.09,0.31,0.0006,-0.0011,0.027,-0.025,0.051,0.057,-0.049,-0.021,0.053
11853255,K00778.01,CONFIRMED,2.243380573,170.679233,2455003.679,0.915,1.1196,821.7,0.032248,1.50915,LS+MCMC,1.99,0.028,82.88,822.0,107.6,7.38,0.6215,0.1171,q1_q17_dr25_koi,2.67e-06,-2.67e-06,0.0009,-0.0009,0.009,-0.63,0.0384,-0.0384,25.6,-25.6,0.000463,-0.005356,17.63096,-0.38164,0.1,-0.12,3.6,-3.6,4.251499,30.578562,38.9,1,472.0,4149.0,4.698,-0.32,0.564,0.578,q1_q17_dr25_stellar,82.0,-91.0,0.024,-0.027,0.15,-0.15,0.03,-0.033,0.027,-0.037,285.17621,50.149818,15.135,16.369,15.11,14.607,14.322,13.213,12.521,12.394,0.0,0.0,,,,,,0.025,0.016,0.026,19.0117449,50.14995,-0.06,0.46,-0.00024,-0.00057,0.0,0.19,0.27,0.33,0.05,-0.06,0.08
